|tripnum     |depotcode|transporter               |vehiclereg|startdate              |stopdate               |avg_percent|loaddate                     |total_trip_time|total_distance|
|2024-0044909|EB06     |Tanker Services Fuel      |KR89BYGP  |2024-08-01 11:40:00.000|2024-08-01 23:59:00.000|78.61      |2024-08-01 11:22:00.000 +0200|44,340         |120           |
|2024-0052383|EB21     |Makwande                  |KS49WRGP  |2024-09-06 14:30:00.000|2024-09-06 22:13:00.000|92.02      |2024-09-06 14:29:00.000 +0200|27,780         |114           |
|2024-0063078|EA35     |Unitrans Supply Chain Sols|CAA419006 |2024-10-26 11:45:00.000|                       |94.25      |2024-10-26 11:22:00.000 +0200|               |0             |
|2024-0052448|EA33     |Unitrans Supply Chain Sols|CAA130026 |2024-09-06 20:30:00.000|2024-09-07 08:37:00.000|81.71      |2024-09-06 20:22:00.000 +0200|43,620         |98            |
|2024-0054224|EB21     |Makwande                  |KP41VSGP  |2024-09-14 21:08:00.000|                       |91.53      |2024-09-14 21:08:00.000 +0200|               |0             |
|2024-0063141|EB21     |Unitrans Supply Chain Sols|CAA457059 |2024-10-26 18:52:00.000|2024-10-27 12:20:00.000|88.4       |2024-10-26 18:51:00.000 +0200|62,880         |220           |
|2024-0053545|EB06     |Tanker Services Fuel      |KP70BFGP  |2024-09-11 20:33:00.000|2024-09-12 11:38:00.000|78.04      |2024-09-11 20:22:00.000 +0200|54,300         |419           |
|2024-0053904|EA33     |Unitrans Supply Chain Sols|CAA329952 |2024-09-13 11:39:00.000|                       |70.57      |2024-09-13 08:30:00.000 +0200|               |0             |
|2024-0058360|EB21     |Makwande                  |KN23LYGP  |2024-10-04 20:03:00.000|2024-10-05 03:47:00.000|94.12      |2024-10-04 20:02:00.000 +0200|27,840         |243           |
|2024-0059031|EB06     |Tanker Services Fuel      |KP70BFGP  |2024-10-07 21:05:00.000|2024-10-08 12:04:00.000|94.74      |2024-10-07 21:01:00.000 +0200|53,940         |395           |
|2024-0060158|EB23     |Makwande                  |KR60ZBGP  |2024-10-13 07:54:00.000|                       |90.61      |2024-10-13 07:53:00.000 +0200|               |0             |
|2024-0061052|EA33     |Unitrans Supply Chain Sols|CAA425318 |2024-10-17 01:17:00.000|                       |94.47      |2024-10-17 01:14:00.000 +0200|               |0             |
|2024-0044894|EB21     |Makwande                  |KNF950MP  |2024-08-01 10:21:00.000|                       |80.6       |2024-08-01 10:21:00.000 +0200|               |0             |
|2024-0062748|EB06     |Tanker Services Fuel      |KP80NNGP  |2024-10-24 22:08:00.000|2024-10-25 10:09:00.000|89.17      |2024-10-24 22:05:00.000 +0200|43,260         |54            |
|2024-0063173|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-10-26 21:46:00.000|2024-10-27 02:15:00.000|79.93      |2024-10-26 21:43:00.000 +0200|16,140         |57            |
|2024-0063065|EB06     |Tanker Services Fuel      |KP80HXGP  |2024-10-26 10:57:00.000|                       |86.88      |2024-10-26 10:53:00.000 +0200|               |0             |
|2024-0053534|EB23     |Makwande                  |KNM191MP  |2024-09-11 19:42:00.000|                       |88.15      |2024-09-11 19:42:00.000 +0200|               |0             |
|2024-0059003|EB06     |Reef Tankers              |HJ73JCGP  |2024-10-07 19:07:00.000|                       |94.25      |2024-10-07 18:42:00.000 +0200|               |0             |
|2024-0059491|EA33     |Unitrans Supply Chain Sols|CAA198199 |2024-10-09 19:55:00.000|2024-10-10 01:01:00.000|88.8       |2024-10-09 19:50:00.000 +0200|18,360         |67            |
|2024-0061823|EB06     |Tanker Services Fuel      |KP55MSGP  |2024-10-20 20:44:00.000|2024-10-21 15:18:00.000|92.5       |2024-10-20 20:39:00.000 +0200|66,840         |182           |
|2024-0062556|EB06     |Tanker Services Fuel      |HG68LCGP  |2024-10-24 01:09:00.000|2024-10-24 12:21:00.000|87.47      |2024-10-24 01:06:00.000 +0200|40,320         |52            |
|2024-0052193|EA35     |Makwande                  |KYT268MP  |2024-09-05 17:14:00.000|                       |86.55      |2024-09-05 17:00:00.000 +0200|               |0             |
|2024-0055034|EA33     |Unitrans Supply Chain Sols|CAA548852 |2024-09-18 16:12:00.000|2024-09-19 00:50:00.000|71.82      |2024-09-18 16:09:00.000 +0200|31,080         |119           |
|2024-0055237|EB05     |Anax Logistics            |JDG640EC  |2024-09-19 16:58:00.000|                       |92.21      |2024-09-19 16:57:00.000 +0200|               |0             |
|2024-0058777|EB06     |Tanker Services Fuel      |KP69XNGP  |2024-10-06 22:10:00.000|                       |81.77      |2024-10-06 22:05:00.000 +0200|               |0             |
|2024-0045375|EA33     |Unitrans Supply Chain Sols|CAA418992 |2024-08-03 22:02:00.000|                       |93.92      |2024-08-03 21:33:00.000 +0200|               |0             |
|2024-0045244|EA33     |Unitrans Supply Chain Sols|CAA419006 |2024-08-03 09:08:00.000|                       |90.18      |2024-08-03 08:11:00.000 +0200|               |0             |
|2024-0045244|EA33     |Unitrans Supply Chain Sols|CAA419006 |2024-08-03 09:08:00.000|2024-08-03 15:06:00.000|90.18      |2024-08-03 08:11:00.000 +0200|21,480         |144           |
|2024-0047138|EB21     |Makwande                  |KP57DGGP  |2024-08-12 20:59:00.000|2024-08-13 00:15:00.000|81.24      |2024-08-12 20:54:00.000 +0200|11,760         |53            |
|2024-0048946|EA33     |Unitrans Supply Chain Sols|CAA548852 |2024-08-21 10:00:00.000|2024-08-21 19:19:00.000|85.69      |2024-08-21 09:58:00.000 +0200|33,540         |318           |
|2024-0061853|EB06     |Tanker Services Fuel      |KP70BFGP  |2024-10-21 00:05:00.000|                       |86.36      |2024-10-20 23:56:00.000 +0200|               |0             |
|2024-0052662|EB06     |Tanker Services Fuel      |KR15VMGP  |2024-09-07 22:51:00.000|                       |85.4       |2024-09-07 22:13:00.000 +0200|               |0             |
|2024-0052662|EB06     |Tanker Services Fuel      |KR44GGGP  |2024-09-07 22:51:00.000|                       |79.66      |2024-09-07 22:13:00.000 +0200|               |0             |
|2024-0057670|EB21     |Unitrans Supply Chain Sols|CAA425318 |2024-10-01 16:21:00.000|2024-10-02 08:02:00.000|88.06      |2024-10-01 16:16:00.000 +0200|56,460         |355           |
|2024-0058648|EB21     |Unitrans Supply Chain Sols|CAA457059 |2024-10-06 09:51:00.000|                       |84.23      |2024-10-06 09:51:00.000 +0200|               |0             |
|2024-0045618|EB06     |Tanker Services Fuel      |KP80GGGP  |2024-08-05 10:50:00.000|                       |28.58      |2024-08-05 10:44:00.000 +0200|               |0             |
|2024-0049318|EA33     |Unitrans Supply Chain Sols|CAA142820 |2024-08-22 21:52:00.000|2024-08-23 00:40:00.000|92.81      |2024-08-22 19:52:00.000 +0200|10,080         |76            |
|2024-0052680|EA33     |Unitrans Supply Chain Sols|CAA419006 |2024-09-08 01:18:00.000|2024-09-08 07:42:00.000|84.05      |2024-09-07 23:44:00.000 +0200|23,040         |98            |
|2024-0053327|EA33     |Unitrans Supply Chain Sols|CAA418992 |2024-09-10 22:07:00.000|2024-09-11 01:35:00.000|91.48      |2024-09-10 20:48:00.000 +0200|12,480         |99            |
|2024-0057954|EB06     |Tanker Services Fuel      |KP80GGGP  |2024-10-02 23:22:00.000|2024-10-03 15:10:00.000|90.86      |2024-10-02 23:18:00.000 +0200|56,880         |352           |
|2024-0059283|EA33     |Unitrans Supply Chain Sols|CAA425438 |2024-10-09 01:15:00.000|                       |87.83      |2024-10-09 01:11:00.000 +0200|               |0             |
|2024-0045169|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-08-02 20:46:00.000|                       |47.03      |2024-08-02 20:33:00.000 +0200|               |0             |
|2024-0045169|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-08-02 20:46:00.000|2024-08-03 12:32:00.000|47.03      |2024-08-02 20:33:00.000 +0200|56,760         |292           |
|2024-0046172|EA33     |Unitrans Supply Chain Sols|CAA329932 |2024-08-07 20:31:00.000|2024-08-08 09:12:00.000|66.96      |2024-08-07 20:25:00.000 +0200|45,660         |94            |
|2024-0047381|EA33     |Unitrans Supply Chain Sols|CAA173582 |2024-08-13 21:30:00.000|2024-08-14 02:21:00.000|90.86      |2024-08-13 19:58:00.000 +0200|17,460         |101           |
|2024-0052138|EB06     |Tanker Services Fuel      |KP70BFGP  |2024-09-05 12:19:00.000|                       |92.74      |2024-09-05 12:10:00.000 +0200|               |0             |
|2024-0062087|EA33     |Unitrans Supply Chain Sols|CAA198211 |2024-10-21 21:58:00.000|2024-10-22 02:01:00.000|94.32      |2024-10-21 21:57:00.000 +0200|14,580         |50            |
|2024-0063265|EB21     |Unitrans Supply Chain Sols|CAA457059 |2024-10-27 12:49:00.000|2024-10-28 00:01:00.000|89.28      |2024-10-27 12:49:00.000 +0200|40,320         |282           |
|2024-0058169|EB23     |Makwande                  |KNM209MP  |2024-10-04 00:47:00.000|                       |84.9       |2024-10-04 00:45:00.000 +0200|               |0             |
|2024-0045197|EB06     |Tanker Services Fuel      |KP69XNGP  |2024-08-02 21:49:00.000|                       |74.39      |2024-08-02 21:38:00.000 +0200|               |0             |
|2024-0054164|EB06     |Tanker Services Fuel      |KP80GGGP  |2024-09-14 12:54:00.000|                       |86.85      |2024-09-14 12:43:00.000 +0200|               |0             |
|2024-0054843|EB21     |Makwande                  |KN67GLGP  |2024-09-17 20:57:00.000|2024-09-18 10:30:00.000|88.01      |2024-09-17 20:57:00.000 +0200|48,780         |190           |
|2024-0055785|EB21     |Makwande                  |KN93YRGP  |2024-09-22 15:31:00.000|                       |70.23      |2024-09-22 15:31:00.000 +0200|               |0             |
|2024-0055992|EB05     |Anax Logistics            |JDG981EC  |2024-09-23 14:15:00.000|                       |92.64      |2024-09-23 14:06:00.000 +0200|               |0             |
|2024-0057843|EA33     |Unitrans Supply Chain Sols|CAA425318 |2024-10-02 12:25:00.000|                       |45.18      |2024-10-02 12:20:00.000 +0200|               |0             |
|2024-0059223|EB08     |Tanker Services Fuel      |KP69ZRGP  |2024-10-08 19:12:00.000|                       |94.72      |2024-10-08 19:12:00.000 +0200|               |0             |
|2024-0060182|EA33     |Unitrans Supply Chain Sols|CAA419006 |2024-10-13 10:18:00.000|                       |84.28      |2024-10-13 10:15:00.000 +0200|               |0             |
|2024-0060650|EB05     |Tanker Services Fuel      |KP80KNGP  |2024-10-14 06:00:00.000|                       |68.37      |2024-10-14 00:00:00.000 +0200|               |0             |
|2024-0044952|EA33     |Unitrans Supply Chain Sols|CAA419040 |2024-08-01 15:56:00.000|                       |94.47      |2024-08-01 15:38:00.000 +0200|               |0             |
|2024-0044952|EA33     |Unitrans Supply Chain Sols|CAA419040 |2024-08-01 15:56:00.000|2024-08-01 16:11:00.000|94.47      |2024-08-01 15:38:00.000 +0200|900            |87            |
|2024-0045696|EB21     |Makwande                  |KS49XLGP  |2024-08-05 15:37:00.000|2024-08-05 19:05:00.000|93.11      |2024-08-05 15:36:00.000 +0200|12,480         |19            |
|2024-0045696|EB21     |Makwande                  |KS49WRGP  |2024-08-05 15:37:00.000|2024-08-05 19:05:00.000|79.02      |2024-08-05 15:36:00.000 +0200|12,480         |19            |
|2024-0049390|EB06     |Tanker Services Fuel      |KP80GGGP  |2024-08-23 09:28:00.000|2024-08-23 20:08:00.000|91.53      |2024-08-23 09:18:00.000 +0200|38,400         |117           |
|2024-0052145|EB21     |Makwande                  |KP41VSGP  |2024-09-05 12:47:00.000|2024-09-05 19:20:00.000|72.03      |2024-09-05 12:45:00.000 +0200|23,580         |128           |
|2024-0052271|EB21     |Makwande                  |KN23LYGP  |2024-09-06 01:55:00.000|2024-09-06 04:13:00.000|88.38      |2024-09-06 01:55:00.000 +0200|8,280          |38            |
|2024-0062227|EB06     |Tanker Services Fuel      |KP80GGGP  |2024-10-22 12:57:00.000|2024-10-23 09:34:00.000|89.91      |2024-10-22 12:53:00.000 +0200|74,220         |281           |
|2024-0063381|EA33     |Unitrans Supply Chain Sols|CAA425438 |2024-10-28 01:56:00.000|2024-10-28 12:58:00.000|93.28      |2024-10-28 01:51:00.000 +0200|39,720         |36            |
|2024-0054633|EA33     |Unitrans Supply Chain Sols|CAA329952 |2024-09-16 23:18:00.000|                       |80.2       |2024-09-16 23:13:00.000 +0200|               |0             |
|2024-0057467|EB05     |Anax Logistics            |JDG977EC  |2024-09-30 16:44:00.000|                       |94.27      |2024-09-30 16:43:00.000 +0200|               |0             |
|2024-0060635|EB23     |Makwande                  |JMJ091MP  |2024-10-15 09:02:00.000|2024-10-15 16:30:00.000|93.71      |2024-10-15 09:02:00.000 +0200|26,880         |234           |
|2024-0060785|EB06     |Tanker Services Fuel      |KP69YDGP  |2024-10-15 22:18:00.000|                       |92.49      |2024-10-15 22:13:00.000 +0200|               |0             |
|2024-0047384|EA33     |Unitrans Supply Chain Sols|CAA419006 |2024-08-13 21:37:00.000|2024-08-14 00:22:00.000|90.69      |2024-08-13 19:12:00.000 +0200|9,900          |97            |
|2024-0062289|EA33     |Unitrans Supply Chain Sols|CAA198199 |2024-10-22 20:23:00.000|2024-10-23 10:36:00.000|94.55      |2024-10-22 20:19:00.000 +0200|51,180         |26            |
|2024-0062808|EA35     |Unitrans Supply Chain Sols|CAA133421 |2024-10-25 08:32:00.000|                       |93.05      |2024-10-25 08:20:00.000 +0200|               |0             |
|2024-0063390|EB21     |Makwande                  |KN23LYGP  |2024-10-28 03:24:00.000|2024-10-28 12:14:00.000|92.82      |2024-10-28 03:24:00.000 +0200|31,800         |160           |
|2024-0063507|EA33     |Unitrans Supply Chain Sols|CAA329952 |2024-10-28 11:59:00.000|2024-10-29 02:52:00.000|92.73      |2024-10-28 10:44:00.000 +0200|53,580         |134           |
|2024-0057248|EB21     |Unitrans Supply Chain Sols|CAA457059 |2024-09-29 20:45:00.000|                       |92.26      |2024-09-29 20:41:00.000 +0200|               |0             |
|2024-0057652|EB05     |Tanker Services Fuel      |KP70CBGP  |2024-10-01 15:08:00.000|                       |93.02      |2024-10-01 14:54:00.000 +0200|               |0             |
|2024-0058792|EA33     |Unitrans Supply Chain Sols|CAA173582 |2024-10-06 23:30:00.000|2024-10-07 16:08:00.000|93.77      |2024-10-06 23:21:00.000 +0200|59,880         |119           |
|2024-0060145|EA33     |Unitrans Supply Chain Sols|CAA170724 |2024-10-13 02:28:00.000|2024-10-13 12:17:00.000|85.82      |2024-10-13 02:26:00.000 +0200|35,340         |122           |
|2024-0063781|EA33     |Unitrans Supply Chain Sols|CAA419006 |2024-10-29 16:10:00.000|                       |86.88      |2024-10-29 16:04:00.000 +0200|               |0             |
|2024-0046590|EB23     |Makwande                  |KNM209MP  |2024-08-10 00:02:00.000|2024-08-10 20:00:00.000|83.69      |2024-08-10 00:02:00.000 +0200|71,880         |566           |
|2024-0047413|EB06     |Tanker Services Fuel      |KP69XNGP  |2024-08-14 01:25:00.000|2024-08-14 09:46:00.000|86.82      |2024-08-14 01:15:00.000 +0200|30,060         |70            |
|2024-0048473|EA33     |Unitrans Supply Chain Sols|CAA329952 |2024-08-19 11:48:00.000|                       |88.16      |2024-08-19 11:41:00.000 +0200|               |0             |
